LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 28.12358276643991, 28.132553606237817, 3.991566217130127, 9.999976451564793, 9.999998232386393, 2.166516394106436,
1, 31.571355159100108, 31.733834182989, 0.27404843871034246, 9.999998078948494, 9.999999522311516, 0.2155777392551856,
2, 31.243325705568267, 3.9054157131960334, 0.43935926773455375, 10.0, 10.0, 32.0,
3, 31.243325705568267, 3.9054157131960334, 0.43935926773455375, 10.0, 10.0, 32.0,
4, 31.243325705568267, 3.9054157131960334, 0.43935926773455375, 10.0, 10.0, 32.0,
5, 0.9763539282990084, 28.314263920671245, 0.40160183066361554, 10.0, 10.0, 0.0,
