LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 402192, 23552, 87.88619614512471, 6.636887119993226, 3.4323815363055092,
1, 1319358, 4096, 98.66048487218784, 0.42888533196942474, 0.21490588762042928,
2, 55062, 0, 12.204424103737605, 0.1543805480509456, 0.07766990291262135,
3, 209760, 0, 12.204424103737605, 0.1543805480509456, 0.07766990291262137,
4, 209760, 0, 12.204424103737605, 0.1543805480509456, 0.07766990291262137,
5, 2622, 0, 2.765064836003051, 0.03497684291779236, 0.017597087378640776,
