LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 138062, 0, 0.7808991612463966, 0.00018111873419739043, 9.056986559431945e-05,
1, 138062, 0, 0.7808991612463966, 0.00018111873419739043, 9.056986559431945e-05,
2, 138062, 0, 3.1235966449855863, 0.0007244749367895617, 0.0003622794623772778,
3, 138062, 0, 3.1235966449855863, 0.0007244749367895617, 0.0003622794623772778,
4, 126, 0, 1.5873015873015872, 1.0526315789473684, 0.6329113924050633,
5, 94, 0, 0.5319148936170213, 0.7936507936507936, 0.5319148936170213,
6, 78, 0, 0.16025641025641027, 0.5319148936170213, 0.4032258064516129,
7, 78, 0, 0.020032051282051284, 0.06648936170212766, 0.05040322580645161,
