LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 961984, 0, 15.592774931807597, 0.016649462222370216, 0.008329168748958855,
1, 218112, 96256, 12.651298415492958, 79.84375, 66.53645833333334,
2, 218112, 96256, 12.651298415492958, 79.84375, 66.53645833333334,
3, 2110, 0, 0.1895734597156398, 0.0030062530062530063, 0.0015147842947164324,
