LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 20.566046511627906, 22.772093023255813, 9.064186046511628, 9.999505195447798, 10.0, 22.806411837237977,
1, 28.14268808114962, 31.1614539306847, 0.8236686390532545, 9.999996245435858, 10.0, 3.2731938238286955,
2, 28.14268808114962, 31.1614539306847, 0.8236686390532545, 9.999996245435858, 10.0, 3.2731938238286955,
3, 24.21802935010482, 0.8050314465408805, 3.314727463312369, 9.999567193248215, 9.846153846153847, 30.083333333333332,
4, 0.8534278959810875, 27.3096926713948, 2.49645390070922, 9.756756756756756, 9.999567193248215, 32.0,
5, 0.8050314465408805, 0.8050314465408805, 3.2232704402515724, 9.846153846153847, 9.846153846153847, 0.0,
6, 24.21802935010482, 1.610062893081761, 3.409329140461216, 9.999567193248215, 9.846153846153847, 31.391304347826086,
7, 0.9209183673469388, 27.781037414965986, 1.3446003401360545, 9.993079584775087, 9.999770440371886, 30.166666666666668,
